subject,item,surprisal,generator,context,condition,subject_id
3.5T1S1,5,5.764034582,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,6,6.344384316,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,6,6.724145493,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,6,6.670651883,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,6,6.097458908,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,6,6.514421356,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,6,6.222810721,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,7,5.660561382,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,7,6.060167311,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,7,5.847412001,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,7,6.082604059,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,7,6.25496118,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,7,6.548637908,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,8,5.795512218,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,8,6.57599734,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,8,6.96992302,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,8,6.207421206,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,8,6.643933233,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,8,6.329799649,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,9,7.080871943,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,9,7.247174366,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,9,6.844285283,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,9,6.806719935,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,9,7.57833186,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,9,6.890722517,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,10,6.427730242,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,10,6.111246808,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,10,5.883090934,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,10,6.140452957,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,10,6.456353839,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,10,5.660092321,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,11,6.190204634,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,11,7.486094737,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,11,6.631423553,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,11,6.736300001,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,11,6.589926282,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,11,6.33391148,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,12,5.876196812,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,12,5.795620957,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,12,5.561546303,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,12,5.162942136,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,12,5.380217692,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,12,4.873103721,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,13,5.980292018,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,13,6.354815515,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,13,5.675943287,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,13,6.589518042,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,13,6.832097087,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,13,6.956535558,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,14,7.056941885,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,14,6.951882262,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,14,5.984200229,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,14,5.819301177,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,14,6.120200805,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,14,6.548057848,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,15,6.751985886,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,15,6.705562489,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,15,6.331291047,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,15,6.608738739,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,15,7.209468608,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,15,6.538651232,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,16,6.325297821,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,16,6.641789073,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,16,6.351906316,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,16,6.513228657,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,16,6.022396101,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,16,6.290429096,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,17,6.405594898,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,17,6.034468079,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,17,6.697029812,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,17,6.652569503,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,17,6.1283641,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,17,6.073581415,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,18,7.025232176,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,18,6.304385028,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,18,6.632632086,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,18,5.853382713,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,18,6.224074988,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,18,6.05234163,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,19,6.92213665,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,19,6.945025059,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,19,6.536960539,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,19,5.529456306,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,19,5.94338852,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,19,6.137997079,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,20,6.005193032,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,20,6.180917876,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,20,5.725508333,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,20,5.91302467,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,20,5.473654504,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,20,5.419044304,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,21,6.940362074,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,21,6.232476619,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,21,6.847934382,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,21,5.922753474,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,21,6.677317025,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,21,6.45332522,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,22,6.592537496,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,22,6.442510605,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,22,6.165970264,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,22,5.951234276,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,22,5.973092575,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,22,6.228930079,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,23,6.58304787,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,23,6.478544442,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,23,6.643741401,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,23,5.755215396,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,23,6.132243501,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,23,5.647463659,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,24,5.689060446,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,24,6.37091987,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,24,6.196616799,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,24,6.138362011,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,24,6.39366583,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,24,6.522661242,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,25,6.758613651,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,25,7.14542193,gpt-3.5-turbo-16k,high,EW,2
