"id","startdate","datestamp","A1","A1_other","A1B_1","A1B_2","A2","A3","A4","P1","P2","P3","P3B","P4_1","P4_2","P4_3","P4_4","P4_5","P6","S1_1_1","S1_1_2","S1_1_3","S1_2_1","S1_2_2","S1_2_3","S1_3_1","S1_3_2","S1_3_3","S1_4_1","S1_4_2","S1_4_3","S1_5_1","S1_5_2","S1_5_3","S1_6_1","S1_6_2","S1_6_3","S1_7_1","S1_7_2","S1_7_3","S1_8_1","S1_8_2","S1_8_3","S1_9_1","S1_9_2","S1_9_3","S1_10_1","S1_10_2","S1_10_3","S1B_11_1","S1B_11_2","S1B_11_3","S1B_12_1","S1B_12_2","S1B_12_3","S1B_13_1","S1B_13_2","S1B_13_3","S1B_14_1","S1B_14_2","S1B_14_3","S1B_15_1","S1B_15_2","S1B_15_3","S1B_16_1","S1B_16_2","S1B_16_3","S1B_17_1","S1B_17_2","S1B_17_3","S1B_18_1","S1B_18_2","S1B_18_3","S1B_19_1","S1B_19_2","S1B_19_3","S1B_20_1","S1B_20_2","S1B_20_3","S1C_21_1","S1C_21_2","S1C_21_3","S1C_22_1","S1C_22_2","S1C_22_3","S1C_23_1","S1C_23_2","S1C_23_3","S1C_24_1","S1C_24_2","S1C_24_3","S1C_25_1","S1C_25_2","S1C_25_3","S1C_26_1","S1C_26_2","S1C_26_3","S1C_27_1","S1C_27_2","S1C_27_3","S1C_28_1","S1C_28_2","S1C_28_3","S1C_29_1","S1C_29_2","S1C_29_3","S1C_30_1","S1C_30_2","S1C_30_3","S1D_31_1","S1D_31_2","S1D_31_3","S1D_32_1","S1D_32_2","S1D_32_3","S1D_33_1","S1D_33_2","S1D_33_3","S1D_34_1","S1D_34_2","S1D_34_3","S1D_35_1","S1D_35_2","S1D_35_3","S1D_36_1","S1D_36_2","S1D_36_3","S1D_37_1","S1D_37_2","S1D_37_3","S1D_38_1","S1D_38_2","S1D_38_3","S1D_39_1","S1D_39_2","S1D_39_3","S1D_40_1","S1D_40_2","S1D_40_3","S1E_41_1","S1E_41_2","S1E_41_3","S1E_42_1","S1E_42_2","S1E_42_3","S1E_43_1","S1E_43_2","S1E_43_3","S1E_44_1","S1E_44_2","S1E_44_3","S1E_45_1","S1E_45_2","S1E_45_3","S1E_46_1","S1E_46_2","S1E_46_3","S1E_47_1","S1E_47_2","S1E_47_3","S1E_48_1","S1E_48_2","S1E_48_3","S2_1","S2_2","S3_1","S3_2","S4","S5","S6_1","S6_2","S6_3","S6_4","S6_6","S6_7","S6_5","S6OTH1","S6OTH2","S7_1","S7_2","S7_3","S8_1","S8_2","S8B_1","S9","S10","S11","S11B","Q1_1","Q1_2","Q1_3","Q2","Q3","Q3A","Q3A2","Q4","Q4B","Q5","Q5B","Q01","Q02","Q03","Q04","Q05","Q11","Q11OTH","Q21_1","Q21_2","Q21_3","Q31","Q31B","Q32_1","Q411","Q412","Q422","Q43","Q51A_1","Q51A_2","Q51A_3","Q51B_1","Q51B_2","Q51B_3","Q521","Q522_1","Q522_2","Q522_3","Q522_4","Q522_5","Q522_6","Q522_7","Q522OTH","Q531","Q532_1","Q532_2","Q532_3","CODS1_4_3","CODS1_6_3","CODS1_10_3","CODS1B_11_3","CODS1B_13_3","CODS1B_14_3","CODS1B_15_3","CODS1B_16_3","CODS1B_17_3","CODS1B_18_3","CODS1B_19_3","CODS1C_21_3","CODS1C_22_3","CODS1C_23_3","CODS1C_24_3","CODS1C_25_3","CODS1C_26_3","CODS1C_27_3","CODS1C_30_3","CODS1D_31_3","CODS1D_32_3","CODS1D_36_3","CODS1D_37_3","CODS1D_38_3","CODS1D_39_3","CODS6OTH1","CODS6OTH2","CODS10","CODS11B","CODQ3A2","CODQ4B","CODQ5B","CODQ11OTH","CODQ522OTH","answersurvey","pid","nattempts","dayinterview","distrito","Gradex","I_Male","I_Agey","I_Ethnicity_Mestizo","I_Ethnicity_Blanco","I_Ethnicity_Indigena","I_Ethnicity_Afroecuatoriano","I_Ethnicity_Montubio","I_Ethnicity_Otro","I_Ethnicity_Mulato","I_Language_Esp_idioma_extr","I_Language_Nativa_idioma_extr","I_Language_Nativa_y_esp","I_Language_Solo_esp","I_Language_Solo_lengua_nativa","I_10_Income","IV_Mother_edu_Bachiller","IV_Mother_edu_LicenciaturaUnive","IV_Mother_edu_Maestria","IV_Mother_edu_PhD","IV_Mother_edu_Secundariaomenor","IV_Mother_work","IV_Mother_business","IV_Mothers_employees","IV_Father_work","IV_Father_edu_Bachiller","IV_Father_edu_LicenciaturaUnive","IV_Father_edu_Maestria","IV_Father_edu_PhD","IV_Father_edu_Secundariaomenor","IV_Father_business","IV_Fathers_employees","IV_Sibling_work","IV_Sibling_edu_Bachiller","IV_Sibling_edu_LicenciaturaUniv","IV_Sibling_edu_Maestria","IV_Sibling_edu_PhD","IV_Sibling_edu_Secundariaomeno","IV_Sibling_business","IV_Siblings_employees","havephone","dadphone","mumphone"
2469,4/10/2020 23:46:38,4/10/2020 23:47:11,4,,,,4/10/2020,9,40000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40000194,1,10,"17D12","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0",".01541579","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","0","1","1",1,0,0
2666,4/11/2020 18:01:56,4/11/2020 18:26:14,1,,,,4/11/2020,7,40000195,1,1,1,,1,1,1,1,1,4,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,7,,,7,,,8,,,4,,,4,,,4,,,7,,,7,,,7,,,8,,,9,,,9,,,9,,,9,,,3,,,3,,,3,,,3,,,3,,,8,,,3,,,3,,,3,,,8,,,22,,,22,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,5,0,2,0,2,2,,,,,,,,,,2,2,2,0,0,1,"ninguna","NINGUNA",2,,1,,,1,2,,,2,,2,,1,1,4,4,5,7,"CONTAGIO DEL VIRUS",1,1,0,"PREOCUPADA",7,6,1,,,,1,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,8,,1,40000195,1,11,"17D12","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0",".453059792958374","1","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0",1,0,0
2392,4/10/2020 18:13:43,4/10/2020 18:50:23,1,,,,4/10/2020,2,40000196,2,1,2,2/26/2020,1,2,1,1,2,12,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,17,22,,17,22,,17,22,,17,22,,20,23,,20,23,,20,23,,20,23,,20,23,,7,,,7,,,8,,,2,,,2,1,,1,3,,1,3,,1,3,,22,23,,22,23,,22,23,,22,23,,22,23,,22,23,,22,23,,22,23,,22,23,,22,23,,1,,,1,,,1,,,1,0,7,0,2,2,,,,,,,,,,2,1,1,2,0,4,"NINGUNA ESTA DE VACACIONES","NINGUNA ESTA DE VACACIONES",2,,2,,,1,2,,,2,,2,,4,2,3,4,4,4,,0,0,1,"MAL",1,5,1,,,,1,,,,,,1,,,,,,,1,"Volver a la cuarentena",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,9,1,40000196,3,10,"17D12","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","-.6417537","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","6","0","0","0","0","0","1","0","0",1,0,0
3798,4/23/2020 17:30:39,4/23/2020 18:20:14,1,,,,4/23/2020,1,40000197,1,1,2,2/3/2020,2,2,1,1,2,6,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,98,,,98,,,98,,,98,,,98,,,4,,,4,,,4,,,4,,,4,,,8,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,2,,,8,,,9,,,9,,,20,,,20,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,7,0,4,0,2,2,,,,,,,,,,2,2,2,0,0,1,"Ninguna","Ninguna",2,,,,,3,2,,,2,,2,,3,2,4,4,4,6,,0,0,1,"Triste",1,6,3,3,1,,,,,,,2,1,,,1,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,1,40000197,2,23,"17D12","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0",".378079800983092","1","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0",1,0,0
3322,4/16/2020 15:41:37,4/16/2020 16:04:17,1,,,,4/16/2020,7,40000198,1,1,1,,2,2,1,1,1,3,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,2,,,9,,,9,,,3,,,3,,,3,,,3,,,3,,,8,,,22,,,3,22,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,2,,,8,,,22,3,,22,3,,22,3,,22,3,,22,3,,22,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,2,2,,,,,,,,,,2,2,2,0,0,1,"Ninguna","Ninguna",1,"Fútbol",3,,,1,2,,,2,,2,,1,1,5,5,5,7,"El contagio",0,0,1,"Preocupada",3,7,3,3,1,,,,,,,1,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,23,,,,8,,1,40000198,2,16,"17D12","1","1","16","0","0","0","0","1","0","0","0","0","0","1","0","-.4476905","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",1,0,0
2879,4/14/2020 15:09:22,4/14/2020 15:41:28,1,,,,4/14/2020,2,40000199,1,1,2,2/5/2020,1,1,1,1,1,8,1,,,2,,,1,,,1,,,1,,,1,,,1,,,2,8,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,8,,,1,,,23,22,,23,22,,23,22,,23,22,,23,22,,23,22,,23,22,,23,22,,23,23,,23,22,,23,22,,23,22,,8,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,6,0,4,0,2,2,,,,,,,,,,2,2,2,0,0,1,"NINGUNA ESTA DE VACACIONES","NINGUNA ESTA DE VACACIONES",2,,6,,,1,2,,,2,,2,,1,2,5,5,5,7,"ESCASES DE COMIDA",0,1,0,"PREOCUPADO",3,6,2,,,2,,,,,1,,1,,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,9,,1,40000199,2,14,"17D12","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0","-.08609749","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0",1,0,0
2716,4/11/2020 22:38:22,4/11/2020 22:38:55,4,,,,4/11/2020,10,40000200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40000200,1,11,"17D12","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0",".7108717","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",1,0,0
3740,4/22/2020 14:55:05,4/22/2020 15:50:17,1,,,,4/22/2020,1,40000201,1,1,2,2/4/2020,1,2,1,1,2,1,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,8,,,9,,,3,,,3,,,3,,,7,,,7,,,7,,,8,,,9,,,9,,,20,,,20,,,20,,,20,,,22,,,22,,,3,,,7,,,7,,,8,,,8,,,9,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,20,2,2,,,,,,,,,,2,2,2,0,0,1,"Ninguna","Ninguna",2,,,,,3,1,2,,,,2,,2,2,3,3,5,5,,0,1,0,"Preocupada",7,8,2,,,3,,,,,,2,1,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,1,40000201,2,22,"17D12","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","-.980856162693276","1","0","0","0","0","1","1","8","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",1,0,0
1776,4/8/2020 12:14:45,4/8/2020 12:37:02,1,,,,4/8/2020,2,40000202,1,1,1,,2,2,1,1,2,9,1,,,1,,,1,,,1,,,1,,,1,,,20,,,20,,,20,,,20,,,8,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,8,,,17,,,17,,,17,,,17,,,1,,,1,,,1,,,7,,,7,,,8,,,8,,,8,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,2,1,2,2,2,2,1,2,1,"WHATSAAP",,2,1,1,4,30,4,"HISTORIA","VIDEOS DE FILOSOFIA",2,,1,,,1,2,,,2,,2,,4,4,5,5,4,5,,0,1,0,"MAL",1,6,2,,,2,,,,1,1,,1,,,,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,33,,,,,,,1,40000202,3,8,"17D11","1","1","17","1","0","0","0","0","0","0","0","0","0","0","1","-.1124078","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0",0,1,0
971,4/4/2020 15:50:55,4/4/2020 16:12:47,1,,,,4/4/2020,6,40000203,1,1,1,,2,1,1,1,1,7,1,,,1,,,1,,,1,,,1,,,1,,,8,,,9,,,3,,,3,,,3,,,3,,,22,,,22,,,22,,,22,,,22,,,22,,,22,,,8,,,3,,,3,,,17,,,17,,,17,,,1,,,1,,,23,,,23,,,23,,,23,,,8,,,22,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,3,0,2,1,1,2,2,1,2,2,2,,,2,2,2,1,30,3,"MATEMATICA","VER VIDEOS",2,,1,,,1,2,,,2,,2,,2,3,4,2,4,3,,0,1,0,"ENCIERRO",7,10,1,,,,,1,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,1,40000203,1,4,"17D11","1","1","16","1","0","0","0","0","0","0","0","0","0","1","0","-.9808562","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0",1,0,0
2226,4/9/2020 20:58:01,4/9/2020 21:13:23,1,,,,4/9/2020,10,40000204,1,1,1,,1,1,1,1,2,4,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,8,,,9,,,9,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,3,,,3,,,3,,,3,,,3,,,22,,,22,,,22,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,1,30,1,2,,,,,,,,,,1,1,1,5,30,3,"Informatica","Flujogramas y programacion",1,"Aprender a dibujar bien",5,2,,1,2,,,2,,2,,1,2,4,4,4,3,,0,1,0,"Mal",1,2,2,,,3,,,,,,1,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,13,,,,,,1,40000204,1,9,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0","-.7072868","0","0","0","0","1","1","1","2","1","0","0","0","0","1","1","2","0","0","1","0","0","0","1","2",1,0,0
2512,4/11/2020 10:26:53,4/11/2020 10:46:28,1,,,,4/11/2020,5,40000205,1,1,1,,2,2,1,1,2,4,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,2,,,9,,,9,,,9,,,3,,,3,,,3,,,3,,,3,,,8,,,8,,,3,,,3,,,3,,,2,,,17,,,17,,,17,,,17,,,1,,,1,,,1,,,1,,,8,,,23,,,3,,,3,,,3,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,15,1,1,2,2,2,2,2,2,1,"WHATSAPP",,2,2,1,2,0,3,"BIOLOGIA","EJEMPLO DE MICROSCOPIO BIOLOGIA",2,,2,,,1,1,1,"HACER EMPANADAS Y CORVICHES",,,2,,1,2,4,5,5,4,,1,0,0,"PREOCUPADA",3,8,3,1,2,,,,,,1,,1,,,,3,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,5,,,,,1,40000205,1,11,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","-.35022","1","0","0","0","0","1","1","10","NA","0","0","0","0","0","NA","NA","0","0","0","0","0","1","0","0",0,0,1
821,4/3/2020 16:26:49,4/3/2020 16:49:54,1,,,,4/3/2020,2,40000206,1,1,1,,2,1,1,1,1,6,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,9,,,9,23,,9,23,,9,23,,9,23,,9,23,,9,23,,9,23,,9,23,,8,23,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,3,,,3,,,3,,,20,,,20,,,20,,,8,,,3,22,,3,22,,3,22,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,2,0,30,2,1,1,2,2,1,1,2,2,,,1,1,1,3,40,4,"LENGUAJE","VIDEOS DE INFORMATICA",2,,1,,,1,2,,,2,,2,,2,3,4,5,5,5,,0,1,0,"PREOCUPADO",3,3,2,,,1,,,,1,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,1,40000206,1,3,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0","-.4476905","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1,0,0
2640,4/11/2020 16:54:11,4/11/2020 16:55:55,8,"Directo al buzón",,,4/11/2020,1,40000207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40000207,1,11,"17D11","1","0","14","1","0","0","0","0","0","0","0","0","0","1","0",".5651189","0","0","0","0","1","1","0","0","NA","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","NA",0,0,1
3598,4/19/2020 15:41:25,4/19/2020 15:55:04,1,,,,4/19/2020,3,40000208,1,1,1,,1,2,1,1,1,9,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,9,,,9,,,8,,,8,,,17,,,17,,,17,,,17,,,20,,,20,,,20,,,8,,,3,23,,3,23,,3,23,,3,23,,3,,,17,,,17,,,17,,,17,,,17,,,17,,,20,,,20,,,20,,,20,,,20,,,22,23,,8,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,20,1,0,2,1,2,2,2,1,1,2,2,,,1,1,1,5,0,4,"Química","Clases en línea de historia",2,,,,,1,1,2,,,,2,,2,3,4,4,5,5,,0,1,0,"Preocupado",7,6,2,,,2,,,,1,,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,1,40000208,2,19,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0",".7921623","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","4","0","0","0","0","0","1","0","0",1,0,0
3144,4/15/2020 16:20:33,4/15/2020 16:36:23,1,,,,4/15/2020,6,40000209,1,1,1,,1,1,1,1,1,7,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,2,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,9,,,8,,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,20,,,20,,,20,,,20,,,22,,,22,,,8,,,20,,,20,,,20,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,3,0,2,2,,,,,,,,,,1,1,1,5,0,5,"LENGUA","NO HAY ACTIVIDADES",2,,4,,,2,2,,,2,,2,,1,1,5,5,5,5,,0,1,0,"MAL",7,5,1,,,,,,,,,,2,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,1,40000209,1,15,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0","-.1218547","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","2","0","1","0","0","0","0","0","0",1,0,0
2868,4/14/2020 14:20:45,4/14/2020 14:39:43,1,,,,4/14/2020,2,40000210,1,1,1,,1,1,1,1,1,1,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,9,,9,,,9,,,9,,,9,,,9,,,9,,,17,,,17,,,17,,,17,,,17,,,8,,,17,,,17,,,17,,,17,,,17,,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,8,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,1,1,1,2,2,1,1,2,2,,,2,1,1,5,0,4,"LENGUA Y LITERATURA","CONVERSACIONES DE MATEMATICAS",2,,3,,,3,2,,,1,"INVESTIGAR SOBRE LOS ANIMALES MARINOS",2,,2,2,3,3,4,4,,1,0,0,"AGOVIADA",3,8,2,,,1,,,,,1,1,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,1,40000210,1,14,"17D11","1","0","14","1","0","0","0","0","0","0","1","0","0","0","0","-.1775764","1","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0",0,1,1
2463,4/10/2020 23:41:44,4/10/2020 23:42:24,4,,,,4/10/2020,9,40000211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40000211,1,10,"17D11","1","1","18","0","0","1","0","0","0","0","1","0","0","0","0","1.522623","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0",1,0,0
98,3/31/2020 17:19:05,3/31/2020 17:38:51,1,,,,3/31/2020,5,40000212,1,1,1,,2,1,1,1,1,2,1,,,1,,,1,,,1,,,1,,,1,,,9,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,8,,,3,,,3,,,9,,,9,,,17,,,17,,,17,,,17,,,3,,,3,,,3,,,3,,,8,,,20,,,20,,,20,,,20,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,1,0,1,1,2,2,2,1,,,1,"GRUPO DE FACEBOOK",,2,1,1,5,0,4,"LENGUA Y LITERATURA","DEBER DE SUCESOS POLITICOS",1,"CUMPLIR TODOS LOS DEBERES",,1,,1,2,,,1,"ESTUDIAR LAS MATERIAS DIFICILES",1,"ESTUDIAR Y APRENDER NUEVOS CONOCIMIENTOS",4,2,4,5,5,7,"TEMOR A CONTAGIO",0,1,0,"PREOCUPADO",7,9,2,,,1,,,,2,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,28,12,,2,2,8,,1,40000212,1,0,"17D11","1","1","14","1","0","0","0","0","0","0","0","0","0","1","0",".253005","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0",1,0,0
2131,4/9/2020 16:02:25,4/9/2020 16:21:21,1,,,,4/9/2020,1,40000213,1,1,1,,2,2,1,1,1,5,1,,,1,,,1,,,1,,,2,,,1,,,1,,,8,,,17,,,17,,,3,,,3,,,3,,,3,,,3,,,3,,,20,,,20,,,8,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,3,,,3,,,3,,,3,,,20,,,20,,,8,,,20,,,20,,,20,,,3,,,3,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,20,2,1,2,2,2,1,1,2,2,,,2,1,1,3,30,3,"Lenguaje","Dibujar",1,"Aprender coreano",,,,3,2,,,2,,2,,2,2,4,5,5,3,,0,0,1,"Triste",1,7,1,,,,,1,1,,,,1,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,,1,40000213,1,9,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","-.8225502","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",1,0,0
3690,4/19/2020 19:35:23,4/19/2020 20:10:32,1,,,,4/19/2020,6,40000214,1,1,1,,1,1,1,1,2,2,1,,,1,,,1,,,2,,,8,,,2,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,17,,,17,,,17,,,17,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,30,1,2,,,,,,,,,,1,1,1,17,0,4,"MATEMATICA","COVERSAR CON LA FAMILIA DE LA MATERIA HISTORIA FILOSOFIA Y CIUDADANIA",2,,4,,,1,2,,,2,,2,,1,4,4,5,5,4,,0,1,0,"ENOJADA",9,5,3,1,1,,,,,,,1,1,,,,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1,40000214,1,19,"17D11","1","0","14","1","0","0","0","0","0","0","0","0","0","1","0","-.266894","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1,0,0
