IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,NLD,Netherlands,Year,2021,true,,,,,,,,,,,,,24000,,,22000,,27000,24 000 [22 000 – 27 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2021,true,,,,,,,,,,,,,240000,,,220000,,270000,240 000 [220 000 – 270 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2021,true,,,,,,,,,,,,,240000,,,220000,,280000,240 000 [220 000 – 280 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BRB,Barbados,Year,2021,true,,,,,,,,,,,,,2400,,,2100,,2600,2400 [2100 – 2600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2021,true,,,,,,,,,,,,,25000,,,23000,,27000,25 000 [23 000 – 27 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2021,true,,,,,,,,,,,,,2500,,,2300,,2700,2500 [2300 – 2700],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GMB,Gambia,Year,2021,true,,,,,,,,,,,,,26000,,,21000,,34000,26 000 [21 000 – 34 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2021,true,,,,,,,,,,,,,26000,,,22000,,31000,26 000 [22 000 – 31 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2021,true,,,,,,,,,,,,,2600,,,2200,,3200,2600 [2200 – 3200],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2021,true,,,,,,,,,,,,,270000,,,260000,,290000,270 000 [260 000 – 290 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BLR,Belarus,Year,2021,true,,,,,,,,,,,,,28000,,,22000,,38000,28 000 [22 000 – 38 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2021,true,,,,,,,,,,,,,290000,,,270000,,310000,290 000 [270 000 – 310 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,NER,Niger,Year,2021,true,,,,,,,,,,,,,30000,,,27000,,33000,30 000 [27 000 – 33 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2021,true,,,,,,,,,,,,,30000,,,28000,,31000,30 000 [28 000 – 31 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2021,true,,,,,,,,,,,,,30000,,,28000,,33000,30 000 [28 000 – 33 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2021,true,,,,,,,,,,,,,30000,,,28000,,33000,30 000 [28 000 – 33 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2021,true,,,,,,,,,,,,,30000,,,28000,,34000,30 000 [28 000 – 34 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2021,true,,,,,,,,,,,,,3000,,,2600,,3400,3000 [2600 – 3400],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2021,true,,,,,,,,,,,,,31000,,,28000,,35000,31 000 [28 000 – 35 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,AGO,Angola,Year,2021,true,,,,,,,,,,,,,320000,,,270000,,380000,320 000 [270 000 – 380 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2021,true,,,,,,,,,,,,,3200,,,2700,,3600,3200 [2700 – 3600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,LBR,Liberia,Year,2021,true,,,,,,,,,,,,,34000,,,28000,,42000,34 000 [28 000 – 42 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2021,true,,,,,,,,,,,,,35000,,,32000,,39000,35 000 [32 000 – 39 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GHA,Ghana,Year,2021,true,,,,,,,,,,,,,350000,,,330000,,370000,350 000 [330 000 – 370 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BLZ,Belize,Year,2021,true,,,,,,,,,,,,,3500,,,3200,,3700,3500 [3200 – 3700],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CUB,Cuba,Year,2021,true,,,,,,,,,,,,,36000,,,31000,,40000,36 000 [31 000 – 40 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,MEX,Mexico,Year,2021,true,,,,,,,,,,,,,360000,,,320000,,400000,360 000 [320 000 – 400 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,BWA,Botswana,Year,2021,true,,,,,,,,,,,,,360000,,,340000,,390000,360 000 [340 000 – 390 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,SRB,Serbia,Year,2021,true,,,,,,,,,,,,,3600,,,2700,,4500,3600 [2700 – 4500],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2021,true,,,,,,,,,,,,,3600,,,2900,,4000,3600 [2900 – 4000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2021,true,,,,,,,,,,,,,3600,,,3200,,4100,3600 [3200 – 4100],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2021,true,,,,,,,,,,,,,3600,,,3300,,4000,3600 [3300 – 4000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2021,true,,,,,,,,,,,,,380000,,,340000,,430000,380 000 [340 000 – 430 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2021,true,,,,,,,,,,,,,40000,,,36000,,44000,40 000 [36 000 – 44 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SEN,Senegal,Year,2021,true,,,,,,,,,,,,,40000,,,37000,,45000,40 000 [37 000 – 45 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2021,true,,,,,,,,,,,,,41000,,,35000,,51000,41 000 [35 000 – 51 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,PRT,Portugal,Year,2021,true,,,,,,,,,,,,,43000,,,37000,,47000,43 000 [37 000 – 47 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2021,true,,,,,,,,,,,,,4500,,,3800,,5100,4500 [3800 – 5100],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,NOR,Norway,Year,2021,true,,,,,,,,,,,,,4600,,,3800,,5300,4600 [3800 – 5300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GAB,Gabon,Year,2021,true,,,,,,,,,,,,,47000,,,40000,,59000,47 000 [40 000 – 59 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2021,true,,,,,,,,,,,,,47000,,,42000,,53000,47 000 [42 000 – 53 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CMR,Cameroon,Year,2021,true,,,,,,,,,,,,,500000,,,460000,,530000,500 000 [460 000 – 530 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2021,true,,,,,,,,,,,,,520000,,,470000,,570000,520 000 [470 000 – 570 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2021,true,,,,,,,,,,,,,53000,,,38000,,140000,53 000 [38 000 – 140 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2021,true,,,,,,,,,,,,,540000,,,440000,,650000,540 000 [440 000 – 650 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2021,true,,,,,,,,,,,,,540000,,,510000,,570000,540 000 [510 000 – 570 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2021,true,,,,,,,,,,,,,5400,,,3700,,7900,5400 [3700 – 7900],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2021,true,,,,,,,,,,,,,59000,,,54000,,65000,59 000 [54 000 – 65 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2021,true,,,,,,,,,,,,,59000,,,55000,,63000,59 000 [55 000 – 63 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MDG,Madagascar,Year,2021,true,,,,,,,,,,,,,60000,,,48000,,77000,60 000 [48 000 – 77 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2021,true,,,,,,,,,,,,,6000,,,4300,,8200,6000 [4300 – 8200],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2021,true,,,,,,,,,,,,,610000,,,580000,,640000,610 000 [580 000 – 640 000],,,EN,2022-09-18T22:00:00.000Z
