Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
6,5,medium,EW,"Nadja hat einen stabilen Job. Ihre Rechnungen werden zeitnah beglichen und insofern kann sie sich nicht beschweren. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,4,stößt bei der Bank auf unerwartete Hürden.,gpt-5.2-chat-latest,1.0,0
6,6,medium,OH,"Nadja hat einen stabilen Job. Ihre Rechnungen werden zeitnah beglichen und insofern kann sie sich nicht beschweren. Nächste Woche hat sie einen Termin bei ihrer Bank, um eine Hypothek für ihr Traumhaus anzufragen.  ",Nadja,Nadja,ohne,ohne ,unexpected,5,Nadja ist finanziell gut aufgestellt und blickt dem Banktermin optimistisch entgegen.,gpt-5.2-chat-latest,1.0,0
7,1,high,RA,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Sogar heute,heute ,sogar,sogar,unexpected and unfair,1,Sogar heute vergisst er seinen Regenschirm.,gpt-5.2-chat-latest,1.0,0
7,2,high,EW,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Eben heute,heute ,eben,eben,unexpected  and unfair,2,Eben heute kommt auch noch ein Stau dazu.,gpt-5.2-chat-latest,1.0,0
7,3,high,OH,Erhard wird heute viel zu spät bei der Arbeit erscheinen. Er hat verschlafen und keine Zeit gehabt zu frühstücken. Außerdem regnet es draußen. Erhard rennt schnell zu seinem Auto.,Heute,heute ,ohne,ohne,unexpected and unfair,3,Heute kommt Erhard viel zu spät zur Arbeit.,gpt-5.2-chat-latest,1.0,0
7,4,medium,RA,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Sogar heute,heute ,sogar,sogar,unexpected,4,Sogar heute hält er an seiner gewohnten Morgenroutine fest.,gpt-5.2-chat-latest,1.0,0
7,5,medium,EW,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Eben heute,heute ,eben,eben,unexpected,5,Eben heute wiederholt sich diese Routine.,gpt-5.2-chat-latest,1.0,0
7,6,medium,OH,"Erhard hat gerade ein Bauernfrühstück verzehrt und schaut, bevor er zur Arbeit fährt, noch kurz die Tagesschau. Dann wird er seine Jacke anziehen und zum Auto laufen.",Heute,heute ,ohne,ohne,unexpected,6,beginnt sein Arbeitstag.,gpt-5.2-chat-latest,1.0,0
8,1,high,RA,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Auch Moritz,Moritz,auch ,auch,unexpected,2,Auch Moritz nimmt an der Schießübung teil.,gpt-5.2-chat-latest,1.0,0
8,2,high,EW,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,3,Ausgerechnet Moritz unterläuft bei der Übung ein kleiner Fehler.,gpt-5.2-chat-latest,1.0,0
8,3,high,OH,Moritz ist gelernter Waffenmechaniker und Sportschütze. Er hat einen absolut sicheren Umgang mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht.,Moritz ,Moritz,ohne,ohne ,unexpected,4,Moritz führt die Übung ruhig und konzentriert durch.,gpt-5.2-chat-latest,1.0,0
8,4,medium,RA,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Auch Moritz,Moritz,auch ,auch,unexpected,5,Auch Moritz nimmt an der Schießübung teil.,gpt-5.2-chat-latest,1.0,0
8,5,medium,EW,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,6,Ausgerechnet Moritz ist heute besonders nervös.,gpt-5.2-chat-latest,1.0,0
8,6,medium,OH,Moritz arbeitet schon längere Zeit bei der Polizei und übt gelegentlich mit Waffen. Heute wird bei der Arbeit eine Schießübung gemacht. ,Moritz ,Moritz,ohne,ohne ,unexpected,1,nimmt an der Schießübung teil und achtet auf alle Sicherheitsregeln.,gpt-5.2-chat-latest,1.0,0
9,1,high,RA,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unfair,3,Sogar einen Tag vor dem Abflug überprüft sie noch einmal ihre Reisedokumente und packt entspannt den Koffer fertig.,gpt-5.2-chat-latest,1.0,0
9,2,high,EW,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Ausgerechnet einen Tag vor dem Abflug,einen Tag vor dem Abflug,ausgerechnet,ausgerechnet,unfair,4,Ausgerechnet einen Tag vor dem Abflug wird Anna krank.,gpt-5.2-chat-latest,1.0,0
9,3,high,OH,"Anna fliegt an Weihnachten nach Kuba. Sie hat bereits alles für den Urlaub erledigt und freut sich, dem Winter entfliehen zu können. ",Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unfair,5,Einen Tag vor dem Abflug überprüft sie noch einmal ihre Reisedokumente und packt den letzten Rest ein.,gpt-5.2-chat-latest,1.0,0
9,4,medium,RA,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unexpected,6,hat sie bereits alles gepackt.,gpt-5.2-chat-latest,1.0,0
9,5,medium,EW,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Ausgerechnet einen Tag vor dem Abflug,einen Tag vor dem Abflug,ausgerechnet,ausgerechnet,unexpected,1,Ausgerechnet einen Tag vor dem Abflug verliert sie ihren Reisepass.,gpt-5.2-chat-latest,1.0,0
9,6,medium,OH,Anna fliegt an Weihnachten nach Kuba. Ihr Flug ist am Morgen für 6:15 Uhr angesagt. ,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unexpected,2,Einen Tag vor dem Abflug packt sie ihren Koffer und checkt online ein.,gpt-5.2-chat-latest,1.0,0
10,1,high,RA,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Auch Nina,Nina ,auch,auch,unexpected and unfair,4,Auch Nina macht sich Sorgen um ihren Arbeitsplatz.,gpt-5.2-chat-latest,1.0,0
10,2,high,EW,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Ausgerechnet Nina,Nina ,ausgerechnet,ausgerechnet,unexpected and unfair,5,Ausgerechnet Nina soll entlassen werden.,gpt-5.2-chat-latest,1.0,0
10,3,high,OH,"Nina arbeitet schon 20 Jahre in der gleichen Firma. Sie liefert täglich eine Topleistung ab. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen.",Nina,Nina ,ohne,ohne,unexpected and unfair,6,"Nina macht sich Sorgen, ob sie trotz ihrer Leistungen betroffen sein wird.",gpt-5.2-chat-latest,1.0,0
10,4,medium,RA,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Auch Nina,Nina ,auch,auch,unexpected and unfair,1,Auch Nina muss um ihren Arbeitsplatz bangen.,gpt-5.2-chat-latest,1.0,0
10,5,medium,EW,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Ausgerechnet Nina,Nina ,ausgerechnet,ausgerechnet,unexpected and unfair,2,Ausgerechnet Nina wird als eine der ersten entlassen.,gpt-5.2-chat-latest,1.0,0
10,6,medium,OH,"Nina arbeitet zusammen mit 30 anderen Kundenservicemitarbeitern für eine große Telefonie-Firma. Die Firma hat angekündigt, einige Mitarbeiter entlassen zu müssen. ",Nina,Nina ,ohne,ohne,unexpected and unfair,3,Nina macht sich Sorgen um ihren Arbeitsplatz.,gpt-5.2-chat-latest,1.0,0
11,1,high,RA,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Erst dann,dann,erst,erst,unexpected,5,"Erst dann bemerkte sie, dass sie ihre Unterlagen vergessen hatte.",gpt-5.2-chat-latest,1.0,0
11,2,high,EW,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Gerade dann,dann,gerade,gerade,unexpected,6,Gerade dann bekam sie auf dem Weg einen Platten.,gpt-5.2-chat-latest,1.0,0
11,3,high,OH,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine wichtige Besprechung mit einer potenziellen neuen Kundin.,Dann,dann,ohne,ohne ,unexpected,1,Dann fuhr sie besonders früh los.,gpt-5.2-chat-latest,1.0,0
11,4,medium,RA,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Erst dann,dann,erst,erst,unexpected,2,Erst dann machte sie sich auf den Weg zur Arbeit.,gpt-5.2-chat-latest,1.0,0
11,5,medium,EW,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Gerade dann,dann,gerade,gerade,unexpected,3,Gerade dann setzte starker Regen ein.,gpt-5.2-chat-latest,1.0,0
11,6,medium,OH,Julia fährt jeden Morgen mit dem Fahrrad zur Arbeit. Am Dienstag hatte sie eine Besprechung mit einer Kollegin. ,Dann,dann,ohne,ohne ,unexpected,4,traf sie sich im Büro mit ihr.,gpt-5.2-chat-latest,1.0,0
12,1,high,RA,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Auch Lisa,Lisa,auch,auch,unexpected,6,macht sich Sorgen um ihre berufliche Zukunft.,gpt-5.2-chat-latest,1.0,0
12,2,high,EW,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,1,Ausgerechnet Lisa gerät damit besonders unter Druck.,gpt-5.2-chat-latest,1.0,0
12,3,high,OH,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Lisa,Lisa,ohne,ohne,unexpected,2,"Lisa ist nervös, hofft aber auf Verständnis und mögliche Anpassungen ihrer Arbeitsbedingungen.",gpt-5.2-chat-latest,1.0,0
12,4,medium,RA,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Auch Lisa,Lisa,auch,auch,unexpected,3,"Auch Lisa macht sich deshalb Gedanken, wie offen sie im Gespräch damit umgehen sollte.",gpt-5.2-chat-latest,1.0,0
12,5,medium,EW,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,4,"Ausgerechnet Lisa macht sich Sorgen, dass ihre Krankheit im Gespräch thematisiert wird.",gpt-5.2-chat-latest,1.0,0
12,6,medium,OH,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Lisa,Lisa,ohne,ohne,unexpected,5,Lisa bereitet sich gut auf das Gespräch vor und möchte offen über ihre Situation sprechen.,gpt-5.2-chat-latest,1.0,0
13,1,high,RA,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Nur Holland,Holland ,nur,nur,unexpected,1,Nur Holland hat einen vergleichsweise lockeren Weg im Umgang mit der Pandemie gewählt.,gpt-5.2-chat-latest,1.0,0
13,2,high,EW,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Ausgerechnet Holland,Holland ,ausgerechnet,ausgerechnet,unexpected,2,Ausgerechnet Holland ging dabei einen vergleichsweise lockeren Sonderweg.,gpt-5.2-chat-latest,1.0,0
13,3,high,OH,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Holland ,Holland ,ohne,ohne ,unexpected,3,Holland hat sich bewusst für einen vergleichsweise liberalen Umgang mit der Pandemie entschieden.,gpt-5.2-chat-latest,1.0,0
